id,nome,PostFromPage,PostFromFan,Comments,Likes,Shares,CommentsToPostFromFan,CommnetsFromPageToPostFromPage,CommnetsFromPageToPostFromFan
26696569976,DeG,162.0,38.0,2449.0,270687.0,10409.0,2770.0,0.0,0.0
