id,nome,PostFromPage,PostFromFan,Comments,Likes,Shares,CommentsToPostFromFan,CommnetsFromPageToPostFromPage,CommnetsFromPageToPostFromFan
215138065124,Louis Vuitton,9.0,1.0,5625.0,547346.0,38087.0,155.0,0.0,0.0
